symbol,sector,industry,exchange,market_cap_B
ETWO,Technology,Software - Application,NYQ,0.81
GRNT,Energy,Oil & Gas E&P,NYQ,0.81
ASTE,Industrials,Farm & Heavy Construction Machinery,NMS,0.81
UXIN,Consumer Cyclical,Auto & Truck Dealerships,NMS,0.81
CPF,Financial Services,Banks - Regional,NYQ,0.81
WRLD,Financial Services,Credit Services,NMS,0.81
HTD,Financial Services,Asset Management,NYQ,0.8
BFST,Financial Services,Banks - Regional,NMS,0.8
CDMO,Healthcare,Biotechnology,NCM,0.8
CLB,Energy,Oil & Gas Equipment & Services,NYQ,0.8
CFB,Financial Services,Banks - Regional,NMS,0.8
AXGN,Healthcare,Medical Devices,NCM,0.8
DNA,Healthcare,Biotechnology,NYQ,0.8
FIP,Industrials,Conglomerates,NMS,0.8
SHLS,Technology,Solar,NGM,0.8
TECX,Healthcare,Biotechnology,NGM,0.8
NTGR,Technology,Communication Equipment,NMS,0.8
VTS,Energy,Oil & Gas E&P,NYQ,0.79
AVXL,Healthcare,Biotechnology,NMS,0.79
AVNS,Healthcare,Medical Devices,NYQ,0.79
NOAH,Financial Services,Asset Management,NYQ,0.79
HOV,Consumer Cyclical,Residential Construction,NYQ,0.79
MBWM,Financial Services,Banks - Regional,NMS,0.79
SITC,Real Estate,REIT - Retail,NYQ,0.79
HUYA,Communication Services,Entertainment,NYQ,0.79
CSTL,Healthcare,Diagnostics & Research,NGM,0.79
EGBN,Financial Services,Banks - Regional,NCM,0.79
ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,0.79
PCN,Financial Services,Asset Management,NYQ,0.79
FCBC,Financial Services,Banks - Regional,NMS,0.79
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries,NMS,0.79
SXC,Basic Materials,Coking Coal,NYQ,0.79
TCPC,Financial Services,Asset Management,NMS,0.79
MCBS,Financial Services,Banks - Regional,NMS,0.78
ECO,Industrials,Marine Shipping,NYQ,0.78
HBT,Financial Services,Banks - Regional,NMS,0.78
MLR,Consumer Cyclical,Auto Parts,NYQ,0.78
PRTH,Technology,Software - Infrastructure,NCM,0.78
NUVB,Healthcare,Biotechnology,NYQ,0.78
INDI,Technology,Semiconductor Equipment & Materials,NCM,0.78
GHLD,Financial Services,Mortgage Finance,NYQ,0.78
PHK,Financial Services,Asset Management,NYQ,0.78
ACP,Financial Services,Asset Management,NYQ,0.77
PLYM,Real Estate,REIT - Industrial,NYQ,0.77
PRTA,Healthcare,Biotechnology,NMS,0.77
FFC,Financial Services,Asset Management,NYQ,0.77
FDUS,Financial Services,Asset Management,NMS,0.77
CFFN,Financial Services,Banks - Regional,NMS,0.77
CAC,Financial Services,Banks - Regional,NMS,0.77
GSL,Industrials,Rental & Leasing Services,NYQ,0.77
DAKT,Technology,Electronic Components,NMS,0.77
NVRI,Industrials,Waste Management,NYQ,0.77
SPLP,Industrials,Conglomerates,NYQ,0.77
PRA,Financial Services,Insurance - Property & Casualty,NYQ,0.77
IBCP,Financial Services,Banks - Regional,NMS,0.76
ORIC,Healthcare,Biotechnology,NMS,0.76
MBUU,Consumer Cyclical,Recreational Vehicles,NGM,0.76
IRMD,Healthcare,Medical Devices,NGM,0.76
SEDG,Technology,Solar,NMS,0.76
JQC,Financial Services,Asset Management,NYQ,0.76
IPX,Basic Materials,Other Industrial Metals & Mining,NCM,0.76
MYTE,Consumer Cyclical,Luxury Goods,NYQ,0.76
TXO,Energy,Oil & Gas E&P,NYQ,0.76
FNKO,Consumer Cyclical,Leisure,NMS,0.76
AVDL,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.76
SCWX,Technology,Software - Infrastructure,NMS,0.76
EQBK,Financial Services,Banks - Regional,NYQ,0.76
CEVA,Technology,Semiconductors,NMS,0.76
JELD,Industrials,Building Products & Equipment,NYQ,0.75
MLAB,Technology,Scientific & Technical Instruments,NMS,0.75
ESQ,Financial Services,Banks - Regional,NCM,0.75
THRY,Communication Services,Internet Content & Information,NCM,0.75
RLAY,Healthcare,Biotechnology,NGM,0.75
MAX,Communication Services,Internet Content & Information,NYQ,0.75
SEPN,Healthcare,Biotechnology,NGM,0.75
GLDD,Industrials,Engineering & Construction,NMS,0.75
TIPT,Financial Services,Insurance - Specialty,NCM,0.74
MYI,Financial Services,Asset Management,NYQ,0.74
HBNC,Financial Services,Banks - Regional,NMS,0.74
SCVL,Consumer Cyclical,Apparel Retail,NMS,0.74
DDL,Consumer Defensive,Grocery Stores,NYQ,0.74
CURV,Consumer Cyclical,Apparel Retail,NYQ,0.74
SLQT,Financial Services,Insurance Brokers,NYQ,0.74
CLNE,Energy,Oil & Gas Refining & Marketing,NMS,0.74
BALY,Consumer Cyclical,Resorts & Casinos,NYQ,0.74
BTO,Financial Services,Asset Management,NYQ,0.74
PLPC,Industrials,Electrical Equipment & Parts,NMS,0.74
JACK,Consumer Cyclical,Restaurants,NMS,0.74
RA,Financial Services,Asset Management,NYQ,0.74
HAFC,Financial Services,Banks - Regional,NMS,0.73
GSM,Basic Materials,Other Industrial Metals & Mining,NCM,0.73
REX,Basic Materials,Chemicals,NYQ,0.73
TYRA,Healthcare,Biotechnology,NMS,0.73
OSPN,Technology,Software - Infrastructure,NCM,0.73
CVLG,Industrials,Trucking,NYQ,0.73
IGR,Financial Services,Asset Management,NYQ,0.73
NXP,Financial Services,Asset Management,NYQ,0.73
INN,Real Estate,REIT - Hotel & Motel,NYQ,0.73
CRON,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.73
BRSP,Real Estate,REIT - Mortgage,NYQ,0.73
CCAP,Financial Services,Asset Management,NGM,0.73
BITF,Financial Services,Capital Markets,NGM,0.72
MCB,Financial Services,Banks - Regional,NYQ,0.72
BCX,Financial Services,Asset Management,NYQ,0.72
BH,Consumer Cyclical,Restaurants,NYQ,0.72
GOOD,Real Estate,REIT - Diversified,NMS,0.72
IMOS,Technology,Semiconductors,NMS,0.72
SANA,Healthcare,Biotechnology,NMS,0.72
LPRO,Financial Services,Credit Services,NGM,0.72
RBBN,Communication Services,Telecom Services,NMS,0.72
TRNS,Industrials,Industrial Distribution,NGM,0.72
NGL,Energy,Oil & Gas Midstream,NYQ,0.72
PUBM,Technology,Software - Application,NGM,0.72
MEG,Industrials,Waste Management,NYQ,0.72
OPY,Financial Services,Capital Markets,NYQ,0.71
EVER,Communication Services,Internet Content & Information,NGM,0.71
PAXS,Financial Services,Asset Management,NYQ,0.71
SIBN,Healthcare,Medical Devices,NGM,0.71
ORC,Real Estate,REIT - Mortgage,NYQ,0.71
RYI,Industrials,Metal Fabrication,NYQ,0.71
REPX,Energy,Oil & Gas E&P,ASE,0.71
IE,Basic Materials,Copper,ASE,0.71
RCAT,Technology,Computer Hardware,NCM,0.7
LENZ,Healthcare,Biotechnology,NMS,0.7
ORRF,Financial Services,Banks - Regional,NCM,0.7
BVS,Healthcare,Medical Devices,NMS,0.7
RPAY,Technology,Software - Infrastructure,NCM,0.7
OFIX,Healthcare,Medical Devices,NMS,0.7
CAPR,Healthcare,Biotechnology,NCM,0.69
IMNM,Healthcare,Biotechnology,NCM,0.69
BZH,Consumer Cyclical,Residential Construction,NYQ,0.69
KREF,Real Estate,REIT - Mortgage,NYQ,0.69
SLP,Healthcare,Health Information Services,NMS,0.69
HZO,Consumer Cyclical,Specialty Retail,NYQ,0.69
WSR,Real Estate,REIT - Retail,NYQ,0.69
NIE,Financial Services,Asset Management,NYQ,0.69
GSBC,Financial Services,Banks - Regional,NMS,0.69
CRML,Basic Materials,Other Industrial Metals & Mining,NGM,0.69
BCAX,Healthcare,Biotechnology,NGM,0.69
LIND,Consumer Cyclical,Travel Services,NCM,0.69
GCI,Communication Services,Publishing,NYQ,0.68
NPK,Industrials,Aerospace & Defense,NYQ,0.68
ODP,Consumer Cyclical,Specialty Retail,NMS,0.68
CSIQ,Technology,Solar,NMS,0.68
SVM,Basic Materials,Silver,ASE,0.68
HIPO,Financial Services,Insurance - Property & Casualty,NYQ,0.68
TRTX,Real Estate,REIT - Mortgage,NYQ,0.68
PGY,Technology,Software - Infrastructure,NCM,0.68
CCO,Communication Services,Advertising Agencies,NYQ,0.67
SMP,Consumer Cyclical,Auto Parts,NYQ,0.67
WNC,Industrials,Farm & Heavy Construction Machinery,NYQ,0.67
SMBC,Financial Services,Banks - Regional,NGM,0.67
ZIP,Industrials,Staffing & Employment Services,NYQ,0.67
CGNT,Technology,Software - Infrastructure,NMS,0.67
DNTH,Healthcare,Biotechnology,NCM,0.66
ITRN,Technology,Scientific & Technical Instruments,NMS,0.66
VINP,Financial Services,Asset Management,NMS,0.66
PFN,Financial Services,Asset Management,NYQ,0.66
BOE,Financial Services,Asset Management,NYQ,0.66
GES,Consumer Cyclical,Apparel Retail,NYQ,0.66
IMTX,Healthcare,Biotechnology,NCM,0.66
LAC,Basic Materials,Other Industrial Metals & Mining,NYQ,0.66
CTKB,Healthcare,Medical Devices,NMS,0.66
WEST,Consumer Defensive,Packaged Foods,NGM,0.66
CCD,Financial Services,Asset Management,NGM,0.66
VMO,Financial Services,Asset Management,NYQ,0.66
SSYS,Technology,Computer Hardware,NMS,0.66
GLAD,Financial Services,Asset Management,NMS,0.66
MOFG,Financial Services,Banks - Regional,NMS,0.66
AMRK,Financial Services,Capital Markets,NMS,0.65
EZPW,Financial Services,Credit Services,NMS,0.65
PLRX,Healthcare,Biotechnology,NMS,0.65
FSBC,Financial Services,Banks - Regional,NMS,0.65
SENS,Healthcare,Medical Devices,ASE,0.65
NPWR,Industrials,Specialty Industrial Machinery,NYQ,0.65
HNST,Consumer Defensive,Household & Personal Products,NMS,0.65
ARMN,Basic Materials,Gold,ASE,0.65
HTBI,Financial Services,Banks - Regional,NMS,0.64
CNDT,Technology,Information Technology Services,NMS,0.64
CGEM,Healthcare,Biotechnology,NMS,0.64
MCS,Communication Services,Entertainment,NYQ,0.64
FAX,Financial Services,Asset Management,ASE,0.64
CCBG,Financial Services,Banks - Regional,NMS,0.64
NEXN,Communication Services,Advertising Agencies,NGM,0.64
VERV,Healthcare,Biotechnology,NMS,0.64
LVWR,Consumer Cyclical,Auto Manufacturers,NYQ,0.64
CAN,Technology,Computer Hardware,NGM,0.64
AMPS,Utilities,Utilities - Renewable,NYQ,0.64
MGIC,Technology,Information Technology Services,NMS,0.64
MHD,Financial Services,Asset Management,NYQ,0.63
LYTS,Technology,Electronic Components,NMS,0.63
YALA,Technology,Software - Application,NYQ,0.63
TMCI,Healthcare,Medical Devices,NMS,0.63
KRT,Consumer Cyclical,Packaging & Containers,NMS,0.63
ABUS,Healthcare,Biotechnology,NMS,0.63
WASH,Financial Services,Banks - Regional,NMS,0.63
NCMI,Communication Services,Advertising Agencies,NMS,0.63
AUNA,Healthcare,Medical Care Facilities,NYQ,0.63
UFCS,Financial Services,Insurance - Property & Casualty,NMS,0.63
TK,Energy,Oil & Gas Midstream,NYQ,0.63
MTUS,Basic Materials,Steel,NYQ,0.63
PDT,Financial Services,Asset Management,NYQ,0.63
EVLV,Industrials,Security & Protection Services,NCM,0.63
SPTN,Consumer Defensive,Food Distribution,NMS,0.62
CRMD,Healthcare,Biotechnology,NGM,0.62
GNK,Industrials,Marine Shipping,NYQ,0.62
CSV,Consumer Cyclical,Personal Services,NYQ,0.62
KURA,Healthcare,Biotechnology,NMS,0.62
STRW,Real Estate,REIT - Healthcare Facilities,ASE,0.62
ETJ,Financial Services,Asset Management,NYQ,0.62
GGN,Financial Services,Asset Management,ASE,0.62
ATRO,Industrials,Aerospace & Defense,NMS,0.62
CAL,Consumer Cyclical,Apparel Retail,NYQ,0.62
LEGH,Consumer Cyclical,Residential Construction,NMS,0.62
CION,Financial Services,Asset Management,NYQ,0.62
VVR,Financial Services,Asset Management,NYQ,0.62
USNA,Consumer Defensive,Packaged Foods,NYQ,0.62
PHAR,Healthcare,Biotechnology,NGM,0.61
CTLP,Technology,Information Technology Services,NMS,0.61
VEL,Financial Services,Mortgage Finance,NYQ,0.61
TRST,Financial Services,Banks - Regional,NMS,0.61
EU,Energy,Uranium,NCM,0.61
ODC,Basic Materials,Specialty Chemicals,NYQ,0.61
AXL,Consumer Cyclical,Auto Parts,NYQ,0.61
BYRN,Industrials,Aerospace & Defense,NCM,0.61
EBS,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,0.61
STOK,Healthcare,Biotechnology,NMS,0.61
IFN,Financial Services,Asset Management,NYQ,0.61
MNTK,Utilities,Utilities - Diversified,NCM,0.61
MUJ,Financial Services,Asset Management,NYQ,0.61
PACK,Consumer Cyclical,Packaging & Containers,NYQ,0.61
INV,Financial Services,Asset Management,NGM,0.61
FARO,Technology,Scientific & Technical Instruments,NMS,0.6
NMCO,Financial Services,Asset Management,NYQ,0.6
SMBK,Financial Services,Banks - Regional,NYQ,0.6
NKX,Financial Services,Asset Management,NYQ,0.6
RGR,Industrials,Aerospace & Defense,NYQ,0.6
TREE,Financial Services,Financial Conglomerates,NMS,0.6
NPKI,Energy,Oil & Gas Equipment & Services,NYQ,0.6
RAPP,Healthcare,Biotechnology,NGM,0.6
DHC,Real Estate,REIT - Healthcare Facilities,NMS,0.6
KOP,Basic Materials,Specialty Chemicals,NYQ,0.6
PLOW,Consumer Cyclical,Auto Parts,NYQ,0.6
LXU,Basic Materials,Chemicals,NYQ,0.6
CLMB,Technology,Electronics & Computer Distribution,NGM,0.6
ACIC,Financial Services,Insurance - Property & Casualty,NCM,0.6
SFIX,Consumer Cyclical,Apparel Retail,NMS,0.6
RXT,Technology,Software - Infrastructure,NMS,0.6
VHI,Basic Materials,Chemicals,NYQ,0.59
AUTL,Healthcare,Biotechnology,NMS,0.59
MNRO,Consumer Cyclical,Auto Parts,NMS,0.59
SPFI,Financial Services,Banks - Regional,NMS,0.59
HTBK,Financial Services,Banks - Regional,NMS,0.59
HUMA,Healthcare,Biotechnology,NMS,0.59
SHEN,Communication Services,Telecom Services,NMS,0.59
CCRN,Healthcare,Medical Care Facilities,NMS,0.59
CTO,Real Estate,REIT - Diversified,NYQ,0.59
KODK,Industrials,Specialty Business Services,NYQ,0.59
VZLA,Basic Materials,Other Industrial Metals & Mining,ASE,0.59
RERE,Consumer Cyclical,Internet Retail,NYQ,0.59
IMXI,Technology,Software - Infrastructure,NCM,0.59
UPB,Healthcare,Biotechnology,NMS,0.58
EIM,Financial Services,Asset Management,ASE,0.58
MPB,Financial Services,Banks - Regional,NGM,0.58
DCTH,Healthcare,Medical Devices,NCM,0.58
FRPH,Real Estate,Real Estate Services,NMS,0.58
GPRE,Basic Materials,Chemicals,NMS,0.58
FPI,Real Estate,REIT - Specialty,NYQ,0.58
LAB,Healthcare,Medical Devices,NMS,0.58
EMD,Financial Services,Asset Management,NYQ,0.58
CRNC,Technology,Software - Application,NMS,0.58
ZKH,Consumer Cyclical,Internet Retail,NYQ,0.58
KIDS,Healthcare,Medical Devices,NGM,0.58
NVTS,Technology,Semiconductors,NGM,0.57
BHK,Financial Services,Asset Management,NYQ,0.57
LVRO,Basic Materials,Agricultural Inputs,NGM,0.57
TGB,Basic Materials,Copper,ASE,0.57
THFF,Financial Services,Banks - Regional,NMS,0.57
BBW,Consumer Cyclical,Specialty Retail,NYQ,0.57
DH,Healthcare,Health Information Services,NMS,0.57
VREX,Healthcare,Medical Devices,NMS,0.57
BIT,Financial Services,Asset Management,NYQ,0.57
GOTU,Consumer Defensive,Education & Training Services,NYQ,0.57
MMU,Financial Services,Asset Management,NYQ,0.57
IIM,Financial Services,Asset Management,NYQ,0.57
DIAX,Financial Services,Asset Management,NYQ,0.57
BGB,Financial Services,Asset Management,NYQ,0.56
CASS,Industrials,Specialty Business Services,NMS,0.56
CHCT,Real Estate,REIT - Healthcare Facilities,NYQ,0.56
PML,Financial Services,Asset Management,NYQ,0.56
IIIN,Industrials,Metal Fabrication,NYQ,0.56
TWI,Industrials,Farm & Heavy Construction Machinery,NYQ,0.56
NAT,Energy,Oil & Gas Midstream,NYQ,0.56
HIFS,Financial Services,Banks - Regional,NGM,0.56
DJCO,Technology,Software - Application,NCM,0.56
ACCD,Healthcare,Health Information Services,NMS,0.56
PGC,Financial Services,Banks - Regional,NMS,0.56
CCSI,Technology,Software - Infrastructure,NMS,0.55
UVE,Financial Services,Insurance - Property & Casualty,NYQ,0.55
FLX,Industrials,Integrated Freight & Logistics,NMS,0.55
OLP,Real Estate,REIT - Diversified,NYQ,0.55
ECX,Consumer Cyclical,Auto Parts,NGM,0.55
NBR,Energy,Oil & Gas Drilling,NYQ,0.55
AMBC,Financial Services,Insurance - Specialty,NYQ,0.55
ALTI,Financial Services,Asset Management,NCM,0.55
SCHL,Communication Services,Publishing,NMS,0.55
ANAB,Healthcare,Biotechnology,NMS,0.55
NYMT,Real Estate,REIT - Mortgage,NMS,0.55
GHRS,Healthcare,Biotechnology,NGM,0.55
GMRE,Real Estate,REIT - Healthcare Facilities,NYQ,0.55
VKQ,Financial Services,Asset Management,NYQ,0.55
VGM,Financial Services,Asset Management,NYQ,0.55
PEO,Financial Services,Asset Management,NYQ,0.55
STK,Financial Services,Asset Management,NYQ,0.55
LDI,Financial Services,Mortgage Finance,NYQ,0.55
HLF,Consumer Defensive,Packaged Foods,NYQ,0.55
TTI,Energy,Oil & Gas Equipment & Services,NYQ,0.55
SHBI,Financial Services,Banks - Regional,NMS,0.54
LASR,Technology,Semiconductors,NMS,0.54
BME,Financial Services,Asset Management,NYQ,0.54
CLW,Basic Materials,Paper & Paper Products,NYQ,0.54
RSVR,Communication Services,Entertainment,NGM,0.54
UHT,Real Estate,REIT - Healthcare Facilities,NYQ,0.54
EBF,Industrials,Business Equipment & Supplies,NYQ,0.54
AVK,Financial Services,Asset Management,NYQ,0.54
ATEX,Communication Services,Telecom Services,NCM,0.54
ALRS,Financial Services,Banks - Regional,NCM,0.54
QD,Financial Services,Credit Services,NYQ,0.53
OPAL,Utilities,Utilities - Regulated Gas,NCM,0.53
ERAS,Healthcare,Biotechnology,NMS,0.53
BGY,Financial Services,Asset Management,NYQ,0.53
BUI,Financial Services,Asset Management,NYQ,0.53
WIW,Financial Services,Asset Management,NYQ,0.53
GHY,Financial Services,Asset Management,NYQ,0.53
XERS,Healthcare,Biotechnology,NMS,0.53
TEN,Energy,Oil & Gas Midstream,NYQ,0.53
TMC,Basic Materials,Other Industrial Metals & Mining,NMS,0.53
RYAM,Basic Materials,Chemicals,NYQ,0.53
BCAL,Financial Services,Banks - Regional,NCM,0.53
SLSR,Basic Materials,Other Precious Metals & Mining,ASE,0.53
CCNE,Financial Services,Banks - Regional,NMS,0.53
EBTC,Financial Services,Banks - Regional,NMS,0.52
RZLV,Technology,Software - Infrastructure,NGM,0.52
TALK,Healthcare,Health Information Services,NCM,0.52
FMNB,Financial Services,Banks - Regional,NCM,0.52
IQI,Financial Services,Asset Management,NYQ,0.52
EYPT,Healthcare,Biotechnology,NGM,0.52
MATV,Basic Materials,Specialty Chemicals,NYQ,0.52
VCV,Financial Services,Asset Management,NYQ,0.52
CLFD,Technology,Communication Equipment,NGM,0.52
NML,Financial Services,Asset Management,NYQ,0.52
OUST,Technology,Electronic Components,NMS,0.52
CBNK,Financial Services,Banks - Regional,NMS,0.52
IVR,Real Estate,REIT - Mortgage,NYQ,0.51
NNDM,Technology,Computer Hardware,NCM,0.51
BLE,Financial Services,Asset Management,NYQ,0.51
NOA,Energy,Oil & Gas Equipment & Services,NYQ,0.51
LINC,Consumer Defensive,Education & Training Services,NMS,0.51
PBT,Energy,Oil & Gas Midstream,NYQ,0.51
FLGT,Healthcare,Diagnostics & Research,NGM,0.51
BLW,Financial Services,Asset Management,NYQ,0.51
DOYU,Communication Services,Internet Content & Information,NMS,0.51
FISI,Financial Services,Banks - Regional,NMS,0.51
AHG,Healthcare,Medical Distribution,NCM,0.51
INNV,Healthcare,Medical Care Facilities,NMS,0.51
MLYS,Healthcare,Biotechnology,NMS,0.51
HKD,Technology,Software - Application,NYQ,0.51
BGS,Consumer Defensive,Packaged Foods,NYQ,0.51
PFIS,Financial Services,Banks - Regional,NMS,0.51
FLWS,Consumer Cyclical,Specialty Retail,NMS,0.51
API,Technology,Software - Application,NMS,0.51
DSU,Financial Services,Asset Management,NYQ,0.51
CANG,Consumer Cyclical,Auto & Truck Dealerships,NYQ,0.51
OMER,Healthcare,Biotechnology,NGM,0.5
TCBX,Financial Services,Banks - Regional,NMS,0.5
METC,Basic Materials,Coking Coal,NMS,0.5
SENEA,Consumer Defensive,Packaged Foods,NMS,0.5
SBC,Industrials,Consulting Services,NGM,0.5
GFR,Energy,Oil & Gas E&P,NYQ,0.5
LGTY,Technology,Software - Application,NMS,0.5
KULR,Technology,Electronic Components,ASE,0.5
NXJ,Financial Services,Asset Management,NYQ,0.5
SMLR,Healthcare,Medical Devices,NCM,0.5
TRDA,Healthcare,Biotechnology,NGM,0.5
MGTX,Healthcare,Biotechnology,NMS,0.5
CPAC,Basic Materials,Building Materials,NYQ,0.5
RMT,Financial Services,Asset Management,NYQ,0.5
RNAC,Healthcare,Biotechnology,NGM,0.5
NFBK,Financial Services,Banks - Regional,NMS,0.5
DCGO,Healthcare,Medical Care Facilities,NCM,0.5
SENEB,Consumer Defensive,Packaged Foods,NMS,0.5
METCB,Basic Materials,Coking Coal,NMS,0.5
FLYX,Industrials,Airlines,ASE,0.5
AKBA,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.5
MNMD,Healthcare,Biotechnology,NMS,0.5
ASC,Industrials,Marine Shipping,NYQ,0.5
WLDN,Industrials,Engineering & Construction,NGM,0.5
GAIN,Financial Services,Asset Management,NMS,0.5
FC,Consumer Defensive,Education & Training Services,NYQ,0.5
ANGO,Healthcare,Medical Instruments & Supplies,NMS,0.5
VLGEA,Consumer Defensive,Grocery Stores,NMS,0.5
MXCT,Healthcare,Medical Devices,NMS,0.5
KELYB,Industrials,Staffing & Employment Services,NMS,0.5
RDVT,Technology,Software - Application,NCM,0.5
KELYA,Industrials,Staffing & Employment Services,NMS,0.5
ACCO,Industrials,Business Equipment & Supplies,NYQ,0.49
DDD,Technology,Computer Hardware,NYQ,0.49
RICK,Consumer Cyclical,Restaurants,NGM,0.49
GHM,Industrials,Specialty Industrial Machinery,NYQ,0.49
SRDX,Healthcare,Medical Devices,NMS,0.49
CLPT,Healthcare,Medical Devices,NCM,0.49
AGS,Consumer Cyclical,Gambling,NYQ,0.49
GBLI,Financial Services,Insurance - Property & Casualty,NYQ,0.49
GAMB,Consumer Cyclical,Gambling,NGM,0.49
MVST,Industrials,Electrical Equipment & Parts,NCM,0.49
SKYT,Technology,Semiconductors,NCM,0.49
YRD,Financial Services,Credit Services,NYQ,0.49
DGICA,Financial Services,Insurance - Property & Casualty,NMS,0.49
DGICB,Financial Services,Insurance - Property & Casualty,NMS,0.49
BAND,Technology,Software - Infrastructure,NMS,0.49
BHB,Financial Services,Banks - Regional,ASE,0.49
TYG,Financial Services,Asset Management,NYQ,0.49
MYD,Financial Services,Asset Management,NYQ,0.49
JMIA,Consumer Cyclical,Internet Retail,NYQ,0.49
MTLS,Technology,Software - Application,NMS,0.49
GDOT,Financial Services,Credit Services,NYQ,0.48
CMP,Basic Materials,Other Industrial Metals & Mining,NYQ,0.48
DDI,Communication Services,Electronic Gaming & Multimedia,NMS,0.48
HPS,Financial Services,Asset Management,NYQ,0.48
BIGC,Technology,Software - Application,NGM,0.48
BTBT,Financial Services,Capital Markets,NCM,0.48
NWPX,Industrials,Metal Fabrication,NMS,0.48
HONE,Financial Services,Banks - Regional,NMS,0.48
UNTY,Financial Services,Banks - Regional,NGM,0.48
GCO,Consumer Cyclical,Apparel Retail,NYQ,0.47
ALT,Healthcare,Biotechnology,NGM,0.47
GLRE,Financial Services,Insurance - Reinsurance,NMS,0.47
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.47
LZM,Basic Materials,Other Industrial Metals & Mining,NYQ,0.47
GPRK,Energy,Oil & Gas E&P,NYQ,0.47
CLCO,Energy,Oil & Gas Midstream,NYQ,0.47
FFIC,Financial Services,Banks - Regional,NMS,0.47
NBB,Financial Services,Asset Management,NYQ,0.47
ARCT,Healthcare,Biotechnology,NGM,0.47
VALN,Healthcare,Biotechnology,NMS,0.47
CTV,Communication Services,Advertising Agencies,NYQ,0.47
GNTY,Financial Services,Banks - Regional,NYQ,0.47
NLOP,Real Estate,REIT - Office,NYQ,0.47
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.47
SVC,Real Estate,REIT - Hotel & Motel,NMS,0.47
MREO,Healthcare,Biotechnology,NCM,0.47
NRIM,Financial Services,Banks - Regional,NMS,0.47
DADA,Consumer Cyclical,Internet Retail,NMS,0.47
DIN,Consumer Cyclical,Restaurants,NYQ,0.47
CMTG,Real Estate,REIT - Mortgage,NYQ,0.46
HNRG,Energy,Thermal Coal,NCM,0.46
THW,Financial Services,Asset Management,NYQ,0.46
MITK,Technology,Software - Application,NCM,0.46
KROS,Healthcare,Biotechnology,NGM,0.46
HAIN,Consumer Defensive,Packaged Foods,NMS,0.46
BOC,Industrials,Conglomerates,NYQ,0.46
PRTC,Healthcare,Biotechnology,NGM,0.46
QTRX,Healthcare,Medical Devices,NGM,0.46
ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.46
NPFD,Financial Services,Asset Management,NYQ,0.46
BKSY,Technology,Scientific & Technical Instruments,NYQ,0.46
SNDL,Consumer Defensive,Beverages - Wineries & Distilleries,NCM,0.46
URGN,Healthcare,Biotechnology,NGM,0.46
MERC,Basic Materials,Paper & Paper Products,NMS,0.46
HPI,Financial Services,Asset Management,NYQ,0.46
TBPH,Healthcare,Biotechnology,NGM,0.46
SWBI,Industrials,Aerospace & Defense,NMS,0.46
ISD,Financial Services,Asset Management,NYQ,0.46
UIS,Technology,Information Technology Services,NYQ,0.46
FRA,Financial Services,Asset Management,NYQ,0.46
SVRA,Healthcare,Biotechnology,NMS,0.46
PNNT,Financial Services,Asset Management,NYQ,0.46
AIRJ,Industrials,Building Products & Equipment,NCM,0.46
AIP,Technology,Semiconductors,NGM,0.45
ANSC,Financial Services,Shell Companies,NGM,0.45
KE,Industrials,Electrical Equipment & Parts,NMS,0.45
BBCP,Industrials,Engineering & Construction,NCM,0.45
BFK,Financial Services,Asset Management,NYQ,0.45
PACB,Healthcare,Medical Devices,NMS,0.45
MYE,Consumer Cyclical,Packaging & Containers,NYQ,0.45
ASA,Financial Services,Asset Management,NYQ,0.45
AROW,Financial Services,Banks - Regional,NMS,0.45
PRCH,Technology,Software - Application,NCM,0.45
KRNY,Financial Services,Banks - Regional,NMS,0.45
GCBC,Financial Services,Banks - Regional,NCM,0.45
OLMA,Healthcare,Biotechnology,NMS,0.45
BWMN,Industrials,Engineering & Construction,NGM,0.45
HPP,Real Estate,REIT - Office,NYQ,0.45
MFH,Financial Services,Capital Markets,NCM,0.45
VBNK,Financial Services,Banks - Regional,NMS,0.45
ETB,Financial Services,Asset Management,NYQ,0.45
CDXC,Consumer Defensive,Packaged Foods,NCM,0.45
LAAC,Basic Materials,Other Industrial Metals & Mining,NYQ,0.44
TRC,Industrials,Conglomerates,NYQ,0.44
MUX,Basic Materials,Other Precious Metals & Mining,NYQ,0.44
CLDT,Real Estate,REIT - Hotel & Motel,NYQ,0.44
CMPX,Healthcare,Biotechnology,NCM,0.44
CHW,Financial Services,Asset Management,NGM,0.44
SNDA,Healthcare,Medical Care Facilities,NYQ,0.44
PSNL,Healthcare,Diagnostics & Research,NGM,0.44
WDH,Financial Services,Insurance - Diversified,NYQ,0.44
ASPI,Basic Materials,Chemicals,NCM,0.44
SMC,Energy,Oil & Gas Midstream,NYQ,0.44
CYH,Healthcare,Medical Care Facilities,NYQ,0.44
SD,Energy,Oil & Gas E&P,NYQ,0.44
