symbol,sector,industry,exchange,market_cap_B
VRNA,Healthcare,Biotechnology,NGM,4.69
SON,Consumer Cyclical,Packaging & Containers,NYQ,4.68
NARI,Healthcare,Medical Devices,NMS,4.67
MGY,Energy,Oil & Gas E&P,NYQ,4.66
LANC,Consumer Defensive,Packaged Foods,NMS,4.65
EXPO,Industrials,Engineering & Construction,NMS,4.65
BGC,Financial Services,Capital Markets,NMS,4.65
KRC,Real Estate,REIT - Office,NYQ,4.65
RELY,Technology,Software - Infrastructure,NMS,4.65
IDCC,Technology,Software - Application,NMS,4.64
TNET,Industrials,Staffing & Employment Services,NYQ,4.63
KRYS,Healthcare,Biotechnology,NMS,4.59
PONY,Technology,Information Technology Services,NMS,4.59
FELE,Industrials,Specialty Industrial Machinery,NMS,4.57
WFRD,Energy,Oil & Gas Equipment & Services,NMS,4.57
SANM,Technology,Electronic Components,NMS,4.55
IESC,Industrials,Engineering & Construction,NGM,4.54
ABCB,Financial Services,Banks - Regional,NYQ,4.53
TIGO,Communication Services,Telecom Services,NMS,4.52
IPAR,Consumer Defensive,Household & Personal Products,NMS,4.52
CRC,Energy,Oil & Gas E&P,NYQ,4.5
ROAD,Industrials,Engineering & Construction,NMS,4.5
AVT,Technology,Electronics & Computer Distribution,NMS,4.49
CNS,Financial Services,Asset Management,NYQ,4.49
MSM,Industrials,Industrial Distribution,NYQ,4.49
FUN,Consumer Cyclical,Leisure,NYQ,4.46
BC,Consumer Cyclical,Recreational Vehicles,NYQ,4.45
ALGM,Technology,Semiconductors,NMS,4.43
AHR,Real Estate,REIT - Healthcare Facilities,NYQ,4.41
GEO,Industrials,Security & Protection Services,NYQ,4.41
IRT,Real Estate,REIT - Residential,NYQ,4.41
SLAB,Technology,Semiconductors,NMS,4.4
KAI,Industrials,Specialty Industrial Machinery,NYQ,4.38
STRL,Industrials,Engineering & Construction,NMS,4.37
ZETA,Technology,Software - Infrastructure,NYQ,4.36
POR,Utilities,Utilities - Regulated Electric,NYQ,4.36
TXNM,Utilities,Utilities - Regulated Electric,NYQ,4.36
VRRM,Industrials,Infrastructure Operations,NCM,4.35
AEIS,Industrials,Electrical Equipment & Parts,NMS,4.34
SM,Energy,Oil & Gas E&P,NYQ,4.34
M,Consumer Cyclical,Department Stores,NYQ,4.33
EEFT,Technology,Software - Infrastructure,NMS,4.33
CBZ,Industrials,Specialty Business Services,NYQ,4.31
KMPR,Financial Services,Insurance - Property & Casualty,NYQ,4.3
MMS,Industrials,Specialty Business Services,NYQ,4.3
VCTR,Financial Services,Asset Management,NMS,4.3
CAMT,Technology,Semiconductor Equipment & Materials,NGM,4.29
GLNG,Energy,Oil & Gas Midstream,NMS,4.25
TEO,Communication Services,Telecom Services,NYQ,4.24
ENIC,Utilities,Utilities - Regulated Electric,NYQ,4.21
BKH,Utilities,Utilities - Regulated Gas,NYQ,4.2
GDS,Technology,Information Technology Services,NGM,4.2
ACHC,Healthcare,Medical Care Facilities,NMS,4.19
ASB,Financial Services,Banks - Regional,NYQ,4.18
LBTYK,Communication Services,Telecom Services,NMS,4.17
LBTYB,Communication Services,Telecom Services,NMS,4.17
LBTYA,Communication Services,Telecom Services,NMS,4.17
GBDC,Financial Services,Asset Management,NMS,4.16
GBTG,Technology,Software - Application,NYQ,4.15
CNO,Financial Services,Insurance - Life,NYQ,4.14
NWL,Consumer Defensive,Household & Personal Products,NMS,4.14
RXO,Industrials,Trucking,NYQ,4.12
CVCO,Consumer Cyclical,Residential Construction,NMS,4.12
FLO,Consumer Defensive,Packaged Foods,NYQ,4.12
PRIM,Industrials,Engineering & Construction,NYQ,4.12
AKRO,Healthcare,Biotechnology,NMS,4.12
BTSG,Healthcare,Health Information Services,NMS,4.11
SR,Utilities,Utilities - Regulated Gas,NYQ,4.1
SIM,Basic Materials,Steel,ASE,4.1
OSCR,Healthcare,Healthcare Plans,NYQ,4.1
IBOC,Financial Services,Banks - Regional,NMS,4.1
RIOT,Financial Services,Capital Markets,NCM,4.09
CNX,Energy,Oil & Gas E&P,NYQ,4.09
SMG,Basic Materials,Agricultural Inputs,NYQ,4.08
KGS,Energy,Oil & Gas Equipment & Services,NYQ,4.08
CARG,Consumer Cyclical,Auto & Truck Dealerships,NMS,4.07
BCO,Industrials,Security & Protection Services,NYQ,4.07
DORM,Consumer Cyclical,Auto Parts,NMS,4.06
HGV,Consumer Cyclical,Resorts & Casinos,NYQ,4.06
ST,Technology,Scientific & Technical Instruments,NYQ,4.06
SGHC,Consumer Cyclical,Gambling,NYQ,4.06
GSHD,Financial Services,Insurance - Diversified,NMS,4.05
AI,Technology,Software - Application,NYQ,4.05
WRD,Consumer Cyclical,Auto Manufacturers,NGM,4.03
GOLF,Consumer Cyclical,Leisure,NYQ,4.03
GHC,Consumer Defensive,Education & Training Services,NYQ,4.03
ICUI,Healthcare,Medical Instruments & Supplies,NMS,4.02
ATGE,Consumer Defensive,Education & Training Services,NYQ,4.02
NFE,Utilities,Utilities - Regulated Gas,NMS,4.01
OGN,Healthcare,Drug Manufacturers - General,NYQ,4.01
TDS,Communication Services,Telecom Services,NYQ,4.01
NNI,Financial Services,Credit Services,NYQ,4
OGS,Utilities,Utilities - Regulated Gas,NYQ,4
COMP,Real Estate,Real Estate Services,NYQ,4
AX,Financial Services,Banks - Regional,NYQ,3.99
JWN,Consumer Cyclical,Department Stores,NYQ,3.99
SPR,Industrials,Aerospace & Defense,NYQ,3.99
PYCR,Technology,Software - Application,NMS,3.99
BL,Technology,Software - Application,NMS,3.99
WHD,Energy,Oil & Gas Equipment & Services,NYQ,3.98
UNF,Industrials,Specialty Business Services,NYQ,3.98
PAY,Technology,Software - Infrastructure,NYQ,3.98
RARE,Healthcare,Biotechnology,NMS,3.97
BANF,Financial Services,Banks - Regional,NMS,3.96
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,3.96
UCB,Financial Services,Banks - Regional,NYQ,3.96
RYN,Real Estate,REIT - Specialty,NYQ,3.95
SBRA,Real Estate,REIT - Healthcare Facilities,NMS,3.95
NCNO,Technology,Software - Application,NMS,3.94
FIZZ,Consumer Defensive,Beverages - Non-Alcoholic,NMS,3.94
DXC,Technology,Information Technology Services,NYQ,3.93
RNA,Healthcare,Biotechnology,NGM,3.93
XRAY,Healthcare,Medical Instruments & Supplies,NMS,3.93
ASGN,Technology,Information Technology Services,NYQ,3.93
AVNT,Basic Materials,Specialty Chemicals,NYQ,3.92
PRCT,Healthcare,Medical Devices,NGM,3.92
CRGY,Energy,Oil & Gas Integrated,NYQ,3.91
BLKB,Technology,Software - Application,NMS,3.91
NPO,Industrials,Specialty Industrial Machinery,NYQ,3.9
CLVT,Technology,Information Technology Services,NYQ,3.9
FRO,Energy,Oil & Gas Midstream,NYQ,3.89
ORA,Utilities,Utilities - Renewable,NYQ,3.88
FROG,Technology,Software - Application,NMS,3.88
SHC,Healthcare,Diagnostics & Research,NMS,3.88
MUR,Energy,Oil & Gas E&P,NYQ,3.88
CPA,Industrials,Airlines,NYQ,3.88
ATAT,Consumer Cyclical,Lodging,NMS,3.88
ENS,Industrials,Electrical Equipment & Parts,NYQ,3.87
BHVN,Healthcare,Biotechnology,NYQ,3.87
OMAB,Industrials,Airports & Air Services,NMS,3.87
GVA,Industrials,Engineering & Construction,NYQ,3.85
DOCN,Technology,Software - Infrastructure,NYQ,3.85
KNTK,Energy,Oil & Gas Midstream,NYQ,3.85
DLO,Technology,Software - Infrastructure,NMS,3.85
NXE,Energy,Uranium,NYQ,3.85
TFSL,Financial Services,Banks - Regional,NMS,3.85
ALVO,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,3.84
SMPL,Consumer Defensive,Packaged Foods,NCM,3.84
HHH,Real Estate,Real Estate - Diversified,NYQ,3.83
PLXS,Technology,Electronic Components,NMS,3.83
ALIT,Technology,Software - Application,NYQ,3.83
ADMA,Healthcare,Biotechnology,NGM,3.82
AESI,Energy,Oil & Gas Equipment & Services,NYQ,3.81
SG,Consumer Cyclical,Restaurants,NYQ,3.81
ALE,Utilities,Utilities - Diversified,NYQ,3.8
ASO,Consumer Cyclical,Specialty Retail,NMS,3.79
PBH,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,3.79
SRRK,Healthcare,Biotechnology,NMS,3.78
PAYO,Technology,Software - Infrastructure,NGM,3.78
ZI,Technology,Software - Application,NMS,3.76
CRNX,Healthcare,Biotechnology,NMS,3.74
TNL,Consumer Cyclical,Travel Services,NYQ,3.72
APLE,Real Estate,REIT - Hotel & Motel,NYQ,3.72
NOG,Energy,Oil & Gas E&P,NYQ,3.71
FULT,Financial Services,Banks - Regional,NMS,3.7
CCOI,Communication Services,Telecom Services,NMS,3.69
IMVT,Healthcare,Biotechnology,NMS,3.69
RGTI,Technology,Computer Hardware,NCM,3.69
ARLP,Energy,Thermal Coal,NMS,3.68
ACLX,Healthcare,Biotechnology,NMS,3.68
MIR,Industrials,Specialty Industrial Machinery,NYQ,3.68
CXT,Industrials,Specialty Industrial Machinery,NYQ,3.67
BHF,Financial Services,Insurance - Life,NMS,3.66
RYTM,Healthcare,Biotechnology,NGM,3.65
IAC,Communication Services,Internet Content & Information,NMS,3.65
KFY,Industrials,Staffing & Employment Services,NYQ,3.65
TCBI,Financial Services,Banks - Regional,NMS,3.65
VKTX,Healthcare,Biotechnology,NCM,3.65
GFF,Industrials,Conglomerates,NYQ,3.64
DEI,Real Estate,REIT - Office,NYQ,3.64
ACVA,Consumer Cyclical,Auto & Truck Dealerships,NMS,3.64
MDU,Industrials,Conglomerates,NYQ,3.63
SKT,Real Estate,REIT - Retail,NYQ,3.63
EBC,Financial Services,Banks - Regional,NMS,3.62
ALKT,Technology,Software - Application,NMS,3.62
HL,Basic Materials,Other Precious Metals & Mining,NYQ,3.62
APLS,Healthcare,Biotechnology,NMS,3.61
IAG,Basic Materials,Gold,NYQ,3.61
MWA,Industrials,Specialty Industrial Machinery,NYQ,3.6
PI,Technology,Semiconductors,NMS,3.59
MP,Basic Materials,Other Industrial Metals & Mining,NYQ,3.58
BTDR,Technology,Software - Application,NCM,3.57
TGLS,Basic Materials,Building Materials,NYQ,3.57
LIF,Technology,Software - Application,NMS,3.56
ATMU,Industrials,Pollution & Treatment Controls,NYQ,3.56
BRC,Industrials,Security & Protection Services,NYQ,3.56
CRSP,Healthcare,Biotechnology,NGM,3.55
WTFCM,Financial Services,Banks - Regional,NMS,3.55
HTGC,Financial Services,Asset Management,NYQ,3.54
PTCT,Healthcare,Biotechnology,NMS,3.54
POWI,Technology,Semiconductors,NMS,3.54
FHB,Financial Services,Banks - Regional,NMS,3.53
NVST,Healthcare,Medical Instruments & Supplies,NYQ,3.53
CNK,Communication Services,Entertainment,NYQ,3.53
MEOH,Basic Materials,Chemicals,NMS,3.52
PCH,Real Estate,REIT - Specialty,NMS,3.52
VCYT,Healthcare,Diagnostics & Research,NGM,3.52
RUM,Technology,Software - Application,NGM,3.52
AVPT,Technology,Software - Infrastructure,NMS,3.52
SNEX,Financial Services,Capital Markets,NMS,3.51
DOOO,Consumer Cyclical,Recreational Vehicles,NMS,3.51
BHFAP,Financial Services,Insurance - Life,NMS,3.51
ECG,Industrials,Engineering & Construction,NYQ,3.51
DNP,Financial Services,Asset Management,NYQ,3.5
FIBK,Financial Services,Banks - Regional,NMS,3.5
RLX,Consumer Defensive,Tobacco,NYQ,3.49
EPR,Real Estate,REIT - Specialty,NYQ,3.49
WU,Financial Services,Credit Services,NYQ,3.49
TBBB,Consumer Defensive,Discount Stores,NYQ,3.48
HAE,Healthcare,Medical Instruments & Supplies,NYQ,3.47
DV,Technology,Software - Application,NYQ,3.46
OR,Basic Materials,Gold,NYQ,3.46
HOG,Consumer Cyclical,Recreational Vehicles,NYQ,3.45
CBU,Financial Services,Banks - Regional,NYQ,3.45
FUL,Basic Materials,Specialty Chemicals,NYQ,3.45
TPH,Consumer Cyclical,Residential Construction,NYQ,3.45
UA,Consumer Cyclical,Apparel Manufacturing,NYQ,3.44
IGT,Consumer Cyclical,Gambling,NYQ,3.44
UAA,Consumer Cyclical,Apparel Manufacturing,NYQ,3.44
TAC,Utilities,Utilities - Independent Power Producers,NYQ,3.44
CNXC,Technology,Information Technology Services,NMS,3.44
RIG,Energy,Oil & Gas Drilling,NYQ,3.43
CORZ,Technology,Software - Infrastructure,NMS,3.43
ESE,Technology,Scientific & Technical Instruments,NYQ,3.42
MHO,Consumer Cyclical,Residential Construction,NYQ,3.42
VAL,Energy,Oil & Gas Equipment & Services,NYQ,3.41
IRTC,Healthcare,Medical Devices,NMS,3.41
NEA,Financial Services,Asset Management,NYQ,3.41
AQN,Utilities,Utilities - Renewable,NYQ,3.41
IFS,Financial Services,Banks - Regional,NYQ,3.41
NMRK,Real Estate,Real Estate Services,NMS,3.41
FBP,Financial Services,Banks - Regional,NYQ,3.4
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,3.4
SYNA,Technology,Semiconductors,NMS,3.4
DNLI,Healthcare,Biotechnology,NMS,3.39
ATHM,Communication Services,Internet Content & Information,NYQ,3.39
OLN,Basic Materials,Chemicals,NYQ,3.39
AUB,Financial Services,Banks - Regional,NYQ,3.39
CDP,Real Estate,REIT - Office,NYQ,3.38
REZI,Industrials,Industrial Distribution,NYQ,3.38
PBF,Energy,Oil & Gas Refining & Marketing,NYQ,3.37
HASI,Real Estate,Real Estate Services,NYQ,3.37
CATY,Financial Services,Banks - Regional,NMS,3.37
VLYPO,Financial Services,Banks - Regional,NMS,3.35
WRBY,Healthcare,Medical Instruments & Supplies,NYQ,3.33
ABM,Industrials,Specialty Business Services,NYQ,3.32
NWE,Utilities,Utilities - Regulated Electric,NMS,3.31
YOU,Technology,Software - Application,NYQ,3.3
HGTY,Financial Services,Insurance - Property & Casualty,NYQ,3.3
OSIS,Technology,Electronic Components,NMS,3.3
RSI,Consumer Cyclical,Gambling,NYQ,3.29
WSFS,Financial Services,Banks - Regional,NMS,3.28
SLVM,Basic Materials,Paper & Paper Products,NYQ,3.28
GMS,Industrials,Building Products & Equipment,NYQ,3.27
IRDM,Communication Services,Telecom Services,NMS,3.27
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,3.26
FA,Industrials,Specialty Business Services,NMS,3.26
HBM,Basic Materials,Copper,NYQ,3.26
FHI,Financial Services,Asset Management,NYQ,3.25
HEES,Industrials,Rental & Leasing Services,NMS,3.25
MGEE,Utilities,Utilities - Regulated Electric,NMS,3.25
SGRY,Healthcare,Medical Care Facilities,NMS,3.24
WD,Financial Services,Mortgage Finance,NYQ,3.24
BVN,Basic Materials,Other Precious Metals & Mining,NYQ,3.24
HAYW,Industrials,Electrical Equipment & Parts,NYQ,3.24
BTG,Basic Materials,Gold,ASE,3.23
TFPM,Basic Materials,Other Precious Metals & Mining,NYQ,3.23
LPL,Technology,Consumer Electronics,NYQ,3.23
OTTR,Utilities,Utilities - Diversified,NMS,3.22
HIW,Real Estate,REIT - Office,NYQ,3.22
TEX,Industrials,Farm & Heavy Construction Machinery,NYQ,3.21
SXT,Basic Materials,Specialty Chemicals,NYQ,3.2
AMBA,Technology,Semiconductor Equipment & Materials,NMS,3.2
CWK,Real Estate,Real Estate Services,NYQ,3.18
PTVE,Consumer Cyclical,Packaging & Containers,NMS,3.18
HP,Energy,Oil & Gas Drilling,NYQ,3.18
VEON,Communication Services,Telecom Services,NCM,3.18
WDFC,Basic Materials,Specialty Chemicals,NMS,3.18
AEO,Consumer Cyclical,Apparel Retail,NYQ,3.18
EE,Energy,Oil & Gas Midstream,NYQ,3.17
IPGP,Technology,Semiconductor Equipment & Materials,NMS,3.17
GPOR,Energy,Oil & Gas E&P,NYQ,3.16
YETI,Consumer Cyclical,Leisure,NYQ,3.16
USLM,Basic Materials,Building Materials,NMS,3.16
BFH,Financial Services,Credit Services,NYQ,3.15
PTEN,Energy,Oil & Gas Drilling,NMS,3.15
CAR,Industrials,Rental & Leasing Services,NMS,3.15
UGP,Energy,Oil & Gas Refining & Marketing,NYQ,3.15
GRND,Technology,Software - Application,NYQ,3.15
CAAP,Industrials,Airports & Air Services,NYQ,3.15
BUR,Financial Services,Asset Management,NYQ,3.14
PENN,Consumer Cyclical,Resorts & Casinos,NMS,3.14
EGO,Basic Materials,Gold,NYQ,3.14
RNG,Technology,Software - Application,NYQ,3.13
APAM,Financial Services,Asset Management,NYQ,3.13
USAC,Energy,Oil & Gas Equipment & Services,NYQ,3.12
TWST,Healthcare,Diagnostics & Research,NMS,3.12
VLYPP,Financial Services,Banks - Regional,NMS,3.12
TRN,Industrials,Railroads,NYQ,3.11
BNL,Real Estate,REIT - Diversified,NYQ,3.11
BXMT,Real Estate,REIT - Mortgage,NYQ,3.11
VRN,Energy,Oil & Gas E&P,NYQ,3.11
ACAD,Healthcare,Biotechnology,NMS,3.1
FORM,Technology,Semiconductor Equipment & Materials,NMS,3.1
NHI,Real Estate,REIT - Healthcare Facilities,NYQ,3.09
GNW,Financial Services,Insurance - Life,NYQ,3.09
FIVN,Technology,Software - Infrastructure,NGM,3.08
CLSK,Financial Services,Capital Markets,NCM,3.08
STR,Energy,Oil & Gas E&P,NYQ,3.08
BKU,Financial Services,Banks - Regional,NYQ,3.07
NMIH,Financial Services,Insurance - Specialty,NGM,3.06
BSM,Energy,Oil & Gas E&P,NYQ,3.05
OUT,Real Estate,REIT - Specialty,NYQ,3.05
TDC,Technology,Software - Infrastructure,NYQ,3.05
LFST,Healthcare,Medical Care Facilities,NMS,3.05
XENE,Healthcare,Biotechnology,NGM,3.05
VAC,Consumer Cyclical,Resorts & Casinos,NYQ,3.03
AMED,Healthcare,Medical Care Facilities,NMS,3.03
WEN,Consumer Cyclical,Restaurants,NMS,3.02
MGRC,Industrials,Rental & Leasing Services,NMS,3.01
ASH,Basic Materials,Specialty Chemicals,NYQ,3.01
ALRM,Technology,Software - Application,NMS,3
UEC,Energy,Uranium,ASE,2.99
CON,Healthcare,Medical Care Facilities,NYQ,2.99
LBRT,Energy,Oil & Gas Equipment & Services,NYQ,2.99
KC,Technology,Software - Application,NMS,2.99
AKR,Real Estate,REIT - Retail,NYQ,2.99
ENVA,Financial Services,Credit Services,NYQ,2.98
PTON,Consumer Cyclical,Leisure,NMS,2.96
BOH,Financial Services,Banks - Regional,NYQ,2.96
SHOO,Consumer Cyclical,Footwear & Accessories,NMS,2.96
ZLAB,Healthcare,Biotechnology,NGM,2.96
SSL,Basic Materials,Specialty Chemicals,NYQ,2.96
ALHC,Healthcare,Healthcare Plans,NMS,2.95
CSQ,Financial Services,Asset Management,NGM,2.94
TGNA,Communication Services,Broadcasting,NYQ,2.94
GEF,Consumer Cyclical,Packaging & Containers,NYQ,2.93
CEIX,Energy,Thermal Coal,NYQ,2.93
QDEL,Healthcare,Medical Devices,NMS,2.92
CPRI,Consumer Cyclical,Luxury Goods,NYQ,2.92
TBBK,Financial Services,Banks - Regional,NMS,2.91
CVBF,Financial Services,Banks - Regional,NMS,2.91
HUN,Basic Materials,Chemicals,NYQ,2.91
AVAL,Financial Services,Banks - Regional,NYQ,2.91
AVA,Utilities,Utilities - Diversified,NYQ,2.9
GSAT,Communication Services,Telecom Services,ASE,2.9
ATKR,Industrials,Electrical Equipment & Parts,NYQ,2.9
MLTX,Healthcare,Biotechnology,NCM,2.9
POWL,Industrials,Electrical Equipment & Parts,NMS,2.89
VCEL,Healthcare,Biotechnology,NGM,2.89
UTG,Financial Services,Asset Management,NYQ,2.89
PRKS,Consumer Cyclical,Leisure,NYQ,2.89
SMR,Industrials,Specialty Industrial Machinery,NYQ,2.88
AG,Basic Materials,Silver,NYQ,2.88
SAM,Consumer Defensive,Beverages - Brewers,NYQ,2.88
TDW,Energy,Oil & Gas Equipment & Services,NYQ,2.88
CAKE,Consumer Cyclical,Restaurants,NMS,2.87
NOMD,Consumer Defensive,Packaged Foods,NYQ,2.87
FOLD,Healthcare,Biotechnology,NGM,2.86
VSCO,Consumer Cyclical,Apparel Retail,NYQ,2.86
HBI,Consumer Cyclical,Apparel Manufacturing,NYQ,2.86
MRUS,Healthcare,Biotechnology,NGM,2.85
ESGRP,Financial Services,Insurance - Diversified,NMS,2.85
PLMR,Financial Services,Insurance - Property & Casualty,NMS,2.85
SFNC,Financial Services,Banks - Regional,NMS,2.85
INDB,Financial Services,Banks - Regional,NMS,2.85
CC,Basic Materials,Specialty Chemicals,NYQ,2.84
MAN,Industrials,Staffing & Employment Services,NYQ,2.83
RXRX,Healthcare,Biotechnology,NMS,2.83
IOSP,Basic Materials,Specialty Chemicals,NMS,2.83
MPW,Real Estate,REIT - Healthcare Facilities,NYQ,2.82
AWR,Utilities,Utilities - Regulated Water,NYQ,2.82
ESGRO,Financial Services,Insurance - Diversified,NMS,2.82
LAUR,Consumer Defensive,Education & Training Services,NMS,2.82
JOE,Real Estate,Real Estate - Diversified,NYQ,2.81
NSP,Industrials,Staffing & Employment Services,NYQ,2.8
PSMT,Consumer Defensive,Discount Stores,NMS,2.79
SWTX,Healthcare,Biotechnology,NMS,2.79
EQX,Basic Materials,Gold,ASE,2.78
PK,Real Estate,REIT - Hotel & Motel,NYQ,2.78
GRBK,Consumer Cyclical,Residential Construction,NYQ,2.77
HTLF,Financial Services,Banks - Regional,NMS,2.77
BWIN,Financial Services,Insurance Brokers,NMS,2.77
CPK,Utilities,Utilities - Regulated Gas,NYQ,2.77
PAR,Technology,Software - Application,NYQ,2.76
HCC,Basic Materials,Coking Coal,NYQ,2.76
MCY,Financial Services,Insurance - Property & Casualty,NYQ,2.76
ESRT,Real Estate,REIT - Diversified,NYQ,2.75
UE,Real Estate,REIT - Retail,NYQ,2.75
BHC,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,2.74
SBSW,Basic Materials,Other Precious Metals & Mining,NYQ,2.74
PRVA,Healthcare,Health Information Services,NMS,2.74
PRK,Financial Services,Banks - Regional,ASE,2.74
HUBG,Industrials,Integrated Freight & Logistics,NMS,2.74
NAD,Financial Services,Asset Management,NYQ,2.74
PDCO,Healthcare,Medical Distribution,NMS,2.73
DIOD,Technology,Semiconductors,NMS,2.73
ODD,Technology,Software - Infrastructure,NGM,2.73
STNE,Technology,Software - Infrastructure,NMS,2.72
DRVN,Consumer Cyclical,Auto & Truck Dealerships,NMS,2.71
LIVN,Healthcare,Medical Devices,NMS,2.71
BANC,Financial Services,Banks - Regional,NYQ,2.7
MANU,Communication Services,Entertainment,NYQ,2.69
CWT,Utilities,Utilities - Regulated Water,NYQ,2.69
NVG,Financial Services,Asset Management,NYQ,2.69
CPRX,Healthcare,Biotechnology,NCM,2.69
TOWN,Financial Services,Banks - Regional,NMS,2.69
FCPT,Real Estate,REIT - Retail,NYQ,2.68
FFBC,Financial Services,Banks - Regional,NMS,2.68
PLTK,Communication Services,Electronic Gaming & Multimedia,NMS,2.67
LCII,Consumer Cyclical,Recreational Vehicles,NYQ,2.67
JJSF,Consumer Defensive,Packaged Foods,NMS,2.67
ENOV,Industrials,Specialty Industrial Machinery,NYQ,2.67
VIAV,Technology,Communication Equipment,NMS,2.67
PII,Consumer Cyclical,Recreational Vehicles,NYQ,2.66
WNS,Technology,Information Technology Services,NYQ,2.66
ATS,Industrials,Specialty Industrial Machinery,NYQ,2.65
EWTX,Healthcare,Biotechnology,NMS,2.65
NVCR,Healthcare,Medical Devices,NMS,2.65
QS,Consumer Cyclical,Auto Parts,NYQ,2.65
CDE,Basic Materials,Gold,NYQ,2.64
YELP,Communication Services,Internet Content & Information,NYQ,2.63
BB,Technology,Software - Infrastructure,NYQ,2.63
CALX,Technology,Software - Infrastructure,NYQ,2.63
HAFN,Industrials,Marine Shipping,NYQ,2.63
AZZ,Industrials,Specialty Business Services,NYQ,2.62
EXG,Financial Services,Asset Management,NYQ,2.6
CURB,Real Estate,REIT - Retail,NYQ,2.6
APPN,Technology,Software - Infrastructure,NGM,2.59
SIG,Consumer Cyclical,Luxury Goods,NYQ,2.58
FRME,Financial Services,Banks - Regional,NMS,2.58
MCW,Consumer Cyclical,Auto & Truck Dealerships,NMS,2.58
AGYS,Technology,Software - Application,NMS,2.57
SEMR,Technology,Software - Application,NYQ,2.56
MESO,Healthcare,Biotechnology,NMS,2.56
KYMR,Healthcare,Biotechnology,NGM,2.56
JANX,Healthcare,Biotechnology,NGM,2.55
SWI,Technology,Software - Infrastructure,NYQ,2.54
SAH,Consumer Cyclical,Auto & Truck Dealerships,NYQ,2.54
JPC,Financial Services,Asset Management,NYQ,2.54
SEM,Healthcare,Medical Care Facilities,NYQ,2.54
GT,Consumer Cyclical,Auto Parts,NMS,2.53
IBRX,Healthcare,Biotechnology,NMS,2.53
ABR,Real Estate,REIT - Mortgage,NYQ,2.53
AIN,Consumer Cyclical,Textile Manufacturing,NYQ,2.53
GCMG,Financial Services,Asset Management,NGM,2.53
TTMI,Technology,Electronic Components,NMS,2.51
OII,Energy,Oil & Gas Equipment & Services,NYQ,2.51
KWR,Basic Materials,Specialty Chemicals,NYQ,2.51
CSAN,Energy,Oil & Gas Refining & Marketing,NYQ,2.51
MRX,Financial Services,Capital Markets,NMS,2.51
PPBI,Financial Services,Banks - Regional,NMS,2.5
PRGS,Technology,Software - Infrastructure,NMS,2.49
NEOG,Healthcare,Diagnostics & Research,NMS,2.49
MRCY,Industrials,Aerospace & Defense,NMS,2.49
ARWR,Healthcare,Biotechnology,NMS,2.49
MLCO,Consumer Cyclical,Resorts & Casinos,NMS,2.48
BATRK,Communication Services,Entertainment,NMS,2.47
FBK,Financial Services,Banks - Regional,NYQ,2.47
AZTA,Healthcare,Medical Instruments & Supplies,NMS,2.47
RNST,Financial Services,Banks - Regional,NYQ,2.47
AIR,Industrials,Aerospace & Defense,NYQ,2.47
EPAC,Industrials,Specialty Industrial Machinery,NYQ,2.46
BATRA,Communication Services,Entertainment,NMS,2.46
LXP,Real Estate,REIT - Industrial,NYQ,2.46
MTX,Basic Materials,Specialty Chemicals,NYQ,2.45
KLC,Consumer Defensive,Education & Training Services,NYQ,2.45
ENR,Industrials,Electrical Equipment & Parts,NYQ,2.45
BANR,Financial Services,Banks - Regional,NMS,2.44
NZF,Financial Services,Asset Management,NYQ,2.44
ARCH,Basic Materials,Coking Coal,NYQ,2.44
AMR,Basic Materials,Coking Coal,NYQ,2.43
FLYW,Technology,Software - Infrastructure,NMS,2.43
TNDM,Healthcare,Medical Devices,NGM,2.43
RPD,Technology,Software - Infrastructure,NGM,2.43
SBCF,Financial Services,Banks - Regional,NMS,2.43
APGE,Healthcare,Biotechnology,NGM,2.42
B,Industrials,Specialty Industrial Machinery,NYQ,2.42
PFS,Financial Services,Banks - Regional,NYQ,2.42
MGNI,Communication Services,Advertising Agencies,NMS,2.42
WAFD,Financial Services,Banks - Regional,NMS,2.42
BKE,Consumer Cyclical,Apparel Retail,NYQ,2.42
CCS,Real Estate,Real Estate - Development,NYQ,2.42
LU,Financial Services,Credit Services,NYQ,2.42
HI,Industrials,Specialty Industrial Machinery,NYQ,2.41
ETY,Financial Services,Asset Management,NYQ,2.41
NGD,Basic Materials,Gold,ASE,2.41
STNG,Energy,Oil & Gas Midstream,NYQ,2.41
STRA,Consumer Defensive,Education & Training Services,NMS,2.41
PTY,Financial Services,Asset Management,NYQ,2.4
SPNT,Financial Services,Insurance - Reinsurance,NYQ,2.4
DAN,Consumer Cyclical,Auto Parts,NYQ,2.4
NAMS,Healthcare,Biotechnology,NGM,2.39
TRIP,Consumer Cyclical,Travel Services,NMS,2.39
DKL,Energy,Oil & Gas Refining & Marketing,NYQ,2.38
KLIC,Technology,Semiconductor Equipment & Materials,NMS,2.38
HNI,Industrials,Business Equipment & Supplies,NYQ,2.38
LMND,Financial Services,Insurance - Property & Casualty,NYQ,2.37
SEB,Industrials,Conglomerates,ASE,2.37
